device_id,DeviceType,DeviceInfo
DEVICE_FTJ152D,mobile,FTJ152D
DEVICE_LG-K420,mobile,LG-K420
DEVICE_Aquaris U Plus Build/NMF26F,mobile,Aquaris U Plus Build/NMF26F
DEVICE_Lenovo TB3-710F Build/LRX21M,mobile,Lenovo TB3-710F Build/LRX21M
DEVICE_ASUS_X008DC Build/NRD90M,mobile,ASUS_X008DC Build/NRD90M
DEVICE_XT1650 Build/NPLS26.118-20-5-11,mobile,XT1650 Build/NPLS26.118-20-5-11
DEVICE_ASUS_Z01BDA,mobile,ASUS_Z01BDA
DEVICE_EGO,mobile,EGO
DEVICE_SAMSUNG SM-G920I Build/NRD90M,mobile,SAMSUNG SM-G920I Build/NRD90M
DEVICE_ASUS_X00DD,mobile,ASUS_X00DD
DEVICE_ONE A2003 Build/MMB29M,mobile,ONE A2003 Build/MMB29M
DEVICE_QTASUN1,mobile,QTASUN1
DEVICE_Robin,mobile,Robin
DEVICE_verykools5035,mobile,verykools5035
DEVICE_SM-J320W8,mobile,SM-J320W8
DEVICE_verykools4009,mobile,verykools4009
DEVICE_Moto G Play Build/NPI26.48-36,mobile,Moto G Play Build/NPI26.48-36
DEVICE_XT1680,mobile,XT1680
DEVICE_SM-G930F Build/MMB29K,mobile,SM-G930F Build/MMB29K
DEVICE_XT1092,mobile,XT1092
DEVICE_HT0701A16,mobile,HT0701A16
DEVICE_5085B Build/MRA58K,mobile,5085B Build/MRA58K
DEVICE_Grand2c,mobile,Grand2c
DEVICE_LG-H815,mobile,LG-H815
DEVICE_HUAWEI GRA-L09 Build/HUAWEIGRA-L09,mobile,HUAWEI GRA-L09 Build/HUAWEIGRA-L09
DEVICE_PLAYTAB,mobile,PLAYTAB
DEVICE_Tab2A7-10F,mobile,Tab2A7-10F
DEVICE_VKY-L09 Build/HUAWEIVKY-L09,mobile,VKY-L09 Build/HUAWEIVKY-L09
DEVICE_Z799VL,mobile,Z799VL
DEVICE_E5823 Build/32.4.A.1.54,mobile,E5823 Build/32.4.A.1.54
DEVICE_ICON,mobile,ICON
DEVICE_SM-G903F Build/MMB29K,mobile,SM-G903F Build/MMB29K
DEVICE_E6810,mobile,E6810
DEVICE_Pixel 2 XL Build/OPM1.171019.013,mobile,Pixel 2 XL Build/OPM1.171019.013
DEVICE_SM-A320FL Build/NRD90M,mobile,SM-A320FL Build/NRD90M
DEVICE_Moto C Build/NRD90M.050,mobile,Moto C Build/NRD90M.050
DEVICE_Joy,mobile,Joy
DEVICE_Tornado,mobile,Tornado
DEVICE_ASUS_Z00AD Build/LRX21V,mobile,ASUS_Z00AD Build/LRX21V
DEVICE_Z839,mobile,Z839
DEVICE_S60 Build/MMB29M,mobile,S60 Build/MMB29M
DEVICE_SM-T825 Build/NRD90M,mobile,SM-T825 Build/NRD90M
DEVICE_SAMSUNG-SM-J320AZ Build/MMB29K,mobile,SAMSUNG-SM-J320AZ Build/MMB29K
DEVICE_WAS-L03T Build/HUAWEIWAS-L03T,mobile,WAS-L03T Build/HUAWEIWAS-L03T
DEVICE_Moto G (5) Plus Build/NPN25.137-92,mobile,Moto G (5) Plus Build/NPN25.137-92
DEVICE_LM-X210(G,mobile,LM-X210(G
DEVICE_Pixel Build/OPM1.171019.012,mobile,Pixel Build/OPM1.171019.012
DEVICE_U FEEL LITE Build/MRA58K,mobile,U FEEL LITE Build/MRA58K
DEVICE_SM-G570M Build/NRD90M,mobile,SM-G570M Build/NRD90M
DEVICE_N817,mobile,N817
DEVICE_HUAWEI LYO-L21 Build/HUAWEILYO-L21,mobile,HUAWEI LYO-L21 Build/HUAWEILYO-L21
DEVICE_C6906,mobile,C6906
DEVICE_E5823,mobile,E5823
DEVICE_SM-G390W,mobile,SM-G390W
DEVICE_SM-J710GN Build/MMB29K,mobile,SM-J710GN Build/MMB29K
DEVICE_ASUS_X015D Build/NRD90M,mobile,ASUS_X015D Build/NRD90M
DEVICE_SM-J500FN Build/MMB29M,mobile,SM-J500FN Build/MMB29M
DEVICE_LG-H831 Build/NRD90U,mobile,LG-H831 Build/NRD90U
DEVICE_SM-T530 Build/LRX22G,mobile,SM-T530 Build/LRX22G
DEVICE_SM-G950U Build/R16NW,mobile,SM-G950U Build/R16NW
DEVICE_GT-I9195I,mobile,GT-I9195I
DEVICE_LGLS675 Build/LMY47V,mobile,LGLS675 Build/LMY47V
DEVICE_LGLS775 Build/MMB29M,mobile,LGLS775 Build/MMB29M
DEVICE_TRT-LX3,mobile,TRT-LX3
DEVICE_SAMSUNG SM-J320FN Build/LMY47V,mobile,SAMSUNG SM-J320FN Build/LMY47V
DEVICE_ALTER,mobile,ALTER
DEVICE_SM-G390F,mobile,SM-G390F
DEVICE_Mobiistar_LAI_Yuna_X,mobile,Mobiistar_LAI_Yuna_X
DEVICE_rv:59.0,desktop,rv:59.0
DEVICE_A37f,mobile,A37f
DEVICE_Ilium L950 Build/KTU84P,mobile,Ilium L950 Build/KTU84P
DEVICE_TAB7,mobile,TAB7
DEVICE_Moto Z2 Play Build/NPSS26.118-19-4,mobile,Moto Z2 Play Build/NPSS26.118-19-4
DEVICE_F5321 Build/34.3.A.0.238,mobile,F5321 Build/34.3.A.0.238
DEVICE_IdeaTabA1000-F,mobile,IdeaTabA1000-F
DEVICE_HIGHWAY,mobile,HIGHWAY
DEVICE_SAMSUNG SM-J500FN Build/MMB29M,mobile,SAMSUNG SM-J500FN Build/MMB29M
DEVICE_SM-A510F Build/MMB29K,mobile,SM-A510F Build/MMB29K
DEVICE_RCT6203W46 Build/KOT49H,mobile,RCT6203W46 Build/KOT49H
DEVICE_GT-I9505 Build/LRX22C,mobile,GT-I9505 Build/LRX22C
DEVICE_SAMSUNG SM-N900W8 Build/LRX21V,mobile,SAMSUNG SM-N900W8 Build/LRX21V
DEVICE_SM-T555,mobile,SM-T555
DEVICE_LG-D802,mobile,LG-D802
DEVICE_T1,mobile,T1
DEVICE_BND-L21 Build/HONORBND-L21,mobile,BND-L21 Build/HONORBND-L21
DEVICE_verykools5034,mobile,verykools5034
DEVICE_HTC U11 Build/OPR6.170623.013,mobile,HTC U11 Build/OPR6.170623.013
DEVICE_iris80,mobile,iris80
DEVICE_SLA-L22,mobile,SLA-L22
DEVICE_TR10CS1 Build/JDQ39,mobile,TR10CS1 Build/JDQ39
DEVICE_E6633,mobile,E6633
DEVICE_Nexus 5X Build/OPM3.171019.013,mobile,Nexus 5X Build/OPM3.171019.013
DEVICE_GT-N8000,mobile,GT-N8000
DEVICE_Moto G (5) Build/NPP25.137-93,mobile,Moto G (5) Build/NPP25.137-93
DEVICE_Pixel 2 Build/OPM2.171019.016,mobile,Pixel 2 Build/OPM2.171019.016
DEVICE_SM-G903M,mobile,SM-G903M
DEVICE_SM-A310M Build/NRD90M,mobile,SM-A310M Build/NRD90M
DEVICE_LGL41C,mobile,LGL41C
DEVICE_Redmi 3S Build/MMB29M,mobile,Redmi 3S Build/MMB29M
DEVICE_XT1080,mobile,XT1080
DEVICE_E2303,mobile,E2303
DEVICE_SAMSUNG-SM-N920A,mobile,SAMSUNG-SM-N920A
DEVICE_LG-D722,mobile,LG-D722
DEVICE_LG-F400K,mobile,LG-F400K
DEVICE_RCT6223W87,mobile,RCT6223W87
DEVICE_VTR-L09 Build/HUAWEIVTR-L09,mobile,VTR-L09 Build/HUAWEIVTR-L09
DEVICE_SM-G531F,mobile,SM-G531F
DEVICE_SGH-M919 Build/KTU84P,mobile,SGH-M919 Build/KTU84P
DEVICE_SAMSUNG SM-A320FL Build/NRD90M,mobile,SAMSUNG SM-A320FL Build/NRD90M
DEVICE_XT1021 Build/LPCS23.13-34.8-3,mobile,XT1021 Build/LPCS23.13-34.8-3
DEVICE_SM-N910F Build/MMB29M,mobile,SM-N910F Build/MMB29M
DEVICE_SM-G850M Build/LRX22G,mobile,SM-G850M Build/LRX22G
DEVICE_LGLK430,mobile,LGLK430
DEVICE_KYY22,mobile,KYY22
DEVICE_9022X,mobile,9022X
DEVICE_TA-1027,mobile,TA-1027
DEVICE_ALP-L09 Build/HUAWEIALP-L09,mobile,ALP-L09 Build/HUAWEIALP-L09
DEVICE_E2104 Build/24.0.A.5.14,mobile,E2104 Build/24.0.A.5.14
DEVICE_LG-H870DS Build/NRD90U,mobile,LG-H870DS Build/NRD90U
DEVICE_Grand,mobile,Grand
DEVICE_ZTE Blade A511 Build/MRA58K,mobile,ZTE Blade A511 Build/MRA58K
DEVICE_Stellar,mobile,Stellar
DEVICE_SM-G530W,mobile,SM-G530W
DEVICE_AX921 Build/MRA58K,mobile,AX921 Build/MRA58K
DEVICE_E8QP,mobile,E8QP
DEVICE_FRD-L09 Build/HUAWEIFRD-L09,mobile,FRD-L09 Build/HUAWEIFRD-L09
DEVICE_LGLS755,mobile,LGLS755
DEVICE_COVET Build/NRD90M,mobile,COVET Build/NRD90M
DEVICE_SM-J120FN Build/LMY47X,mobile,SM-J120FN Build/LMY47X
DEVICE_GT-I9515,mobile,GT-I9515
DEVICE_P5006A Build/NRD90M,mobile,P5006A Build/NRD90M
DEVICE_9002A,mobile,9002A
DEVICE_AX1070,mobile,AX1070
DEVICE_SM-G900F Build/KOT49H,mobile,SM-G900F Build/KOT49H
DEVICE_RNE-L03 Build/HUAWEIRNE-L03,mobile,RNE-L03 Build/HUAWEIRNE-L03
DEVICE_ME301T,mobile,ME301T
DEVICE_SAMSUNG SM-T550 Build/NMF26X,mobile,SAMSUNG SM-T550 Build/NMF26X
DEVICE_SM-J330FN Build/NRD90M,mobile,SM-J330FN Build/NRD90M
DEVICE_Ilium L1000 Build/LRX22G,mobile,Ilium L1000 Build/LRX22G
DEVICE_G8141,mobile,G8141
DEVICE_HTC Desire 526G Build/KOT49H,mobile,HTC Desire 526G Build/KOT49H
DEVICE_rv:60.0,desktop,rv:60.0
DEVICE_Z9 PLUS Build/NRD90M,mobile,Z9 PLUS Build/NRD90M
DEVICE_SAMSUNG SM-A510M Build/MMB29K,mobile,SAMSUNG SM-A510M Build/MMB29K
DEVICE_Pixel Build/OPM1.171019.016,mobile,Pixel Build/OPM1.171019.016
DEVICE_ASUS_Z017D,mobile,ASUS_Z017D
DEVICE_Dash,mobile,Dash
DEVICE_Z832 Build/MMB29M,mobile,Z832 Build/MMB29M
DEVICE_4034G,mobile,4034G
DEVICE_VT0701A08,mobile,VT0701A08
DEVICE_DUK-AL20,mobile,DUK-AL20
DEVICE_CPH1701,mobile,CPH1701
DEVICE_SM-J510F,mobile,SM-J510F
DEVICE_9203A Build/MRA58K,mobile,9203A Build/MRA58K
DEVICE_PLK-L01 Build/HONORPLK-L01,mobile,PLK-L01 Build/HONORPLK-L01
DEVICE_SENS,mobile,SENS
DEVICE_SGH-M919V,mobile,SGH-M919V
DEVICE_SM-J330F,mobile,SM-J330F
DEVICE_4003A,mobile,4003A
DEVICE_PE-TL10,mobile,PE-TL10
DEVICE_Lenovo PB2-670Y Build/MRA58K,mobile,Lenovo PB2-670Y Build/MRA58K
DEVICE_LG-D320,mobile,LG-D320
DEVICE_Energy X 2 Build/E050L,mobile,Energy X 2 Build/E050L
DEVICE_A952,mobile,A952
DEVICE_E5306 Build/27.3.A.0.165,mobile,E5306 Build/27.3.A.0.165
DEVICE_Advance,mobile,Advance
DEVICE_HTC_One_M8s/2.12.111.1,mobile,HTC_One_M8s/2.12.111.1
DEVICE_SM-N910T3,mobile,SM-N910T3
DEVICE_Hisense F102 Build/NRD90M,mobile,Hisense F102 Build/NRD90M
DEVICE_Gravity Build/NRD90M,mobile,Gravity Build/NRD90M
DEVICE_MHA-L29 Build/HUAWEIMHA-L29,mobile,MHA-L29 Build/HUAWEIMHA-L29
DEVICE_Tmovi Build/Vision,mobile,Tmovi Build/Vision
DEVICE_DLI-L22 Build/HONORDLI-L22,mobile,DLI-L22 Build/HONORDLI-L22
DEVICE_Moto G Play Build/NPIS26.48-36-2,mobile,Moto G Play Build/NPIS26.48-36-2
DEVICE_NX521J,mobile,NX521J
DEVICE_916,mobile,916
DEVICE_PLUS,mobile,PLUS
DEVICE_XT1068,mobile,XT1068
DEVICE_SGH-I337M,mobile,SGH-I337M
DEVICE_HTCD160LVWPP,mobile,HTCD160LVWPP
DEVICE_LG-H850 Build/MMB29M,mobile,LG-H850 Build/MMB29M
DEVICE_BLN-L21 Build/HONORBLN-L21,mobile,BLN-L21 Build/HONORBLN-L21
DEVICE_HTC One mini Build/KOT49H,desktop,HTC One mini Build/KOT49H
DEVICE_SM-N9500,mobile,SM-N9500
DEVICE_SM-G360F,mobile,SM-G360F
DEVICE_IdeaTabA2109A,mobile,IdeaTabA2109A
DEVICE_Z2,mobile,Z2
DEVICE_ZA409,mobile,ZA409
DEVICE_ALUMINI,mobile,ALUMINI
DEVICE_GT-I8200N,mobile,GT-I8200N
DEVICE_BAH-L09 Build/HUAWEIBAH-L09,mobile,BAH-L09 Build/HUAWEIBAH-L09
DEVICE_TA-1004,mobile,TA-1004
DEVICE_SM-G530FZ,mobile,SM-G530FZ
DEVICE_Mi,mobile,Mi
DEVICE_Pixel 2 Build/OPM1.171019.019,mobile,Pixel 2 Build/OPM1.171019.019
DEVICE_SM-G313ML,mobile,SM-G313ML
DEVICE_SM-G530M,mobile,SM-G530M
DEVICE_SAMSUNG-SGH-I537,mobile,SAMSUNG-SGH-I537
DEVICE_moto x4 Build/OPW27.57-40,mobile,moto x4 Build/OPW27.57-40
DEVICE_B1-810,mobile,B1-810
DEVICE_SM-J500G,mobile,SM-J500G
DEVICE_SM-J200H,mobile,SM-J200H
DEVICE_5017A,mobile,5017A
DEVICE_LG-M710 Build/NRD90U,mobile,LG-M710 Build/NRD90U
DEVICE_HUAWEI Y360-U23 Build/HUAWEIY360-U23,mobile,HUAWEI Y360-U23 Build/HUAWEIY360-U23
DEVICE_5042A,mobile,5042A
DEVICE_SM-G903W,mobile,SM-G903W
DEVICE_STV100-4 Build/LMY47V,mobile,STV100-4 Build/LMY47V
DEVICE_AERIAL,mobile,AERIAL
DEVICE_S70V,desktop,S70V
DEVICE_LG-E980h,mobile,LG-E980h
DEVICE_Linux,desktop,Linux
DEVICE_SM-G388F,mobile,SM-G388F
DEVICE_XT1572 Build/NPHS25.200-15-8,mobile,XT1572 Build/NPHS25.200-15-8
DEVICE_SM-T217S Build/KOT49H,mobile,SM-T217S Build/KOT49H
DEVICE_Aquaris_A4.5,mobile,Aquaris_A4.5
DEVICE_E6653 Build/32.4.A.1.54,mobile,E6653 Build/32.4.A.1.54
DEVICE_G3223 Build/42.0.A.4.167,mobile,G3223 Build/42.0.A.4.167
DEVICE_8080 Build/LRX21M,mobile,8080 Build/LRX21M
DEVICE_SM-G730V,mobile,SM-G730V
DEVICE_SM-J510FN Build/NMF26X,mobile,SM-J510FN Build/NMF26X
DEVICE_9008A Build/NRD90M,mobile,9008A Build/NRD90M
DEVICE_MYA-L03 Build/HUAWEIMYA-L03,mobile,MYA-L03 Build/HUAWEIMYA-L03
DEVICE_XT1650 Build/NPLS26.118-20-5-3,mobile,XT1650 Build/NPLS26.118-20-5-3
DEVICE_VS5012 Build/NRD90M,mobile,VS5012 Build/NRD90M
DEVICE_ASUS_X00DDA,mobile,ASUS_X00DDA
DEVICE_XT1254,mobile,XT1254
DEVICE_LG-H520,mobile,LG-H520
DEVICE_LGLS992,mobile,LGLS992
DEVICE_Hisense T963 Build/MRA58K,mobile,Hisense T963 Build/MRA58K
DEVICE_NXA8QC116,mobile,NXA8QC116
DEVICE_B3-A40,mobile,B3-A40
DEVICE_LOGIC,mobile,LOGIC
DEVICE_GT-S5310L,mobile,GT-S5310L
DEVICE_C1904,mobile,C1904
DEVICE_SM-T585,mobile,SM-T585
DEVICE_xs-Z47b7VqTMxs,desktop,xs-Z47b7VqTMxs
DEVICE_Hisense F32 Build/NMF26F,mobile,Hisense F32 Build/NMF26F
DEVICE_8062 Build/MRA58K,mobile,8062 Build/MRA58K
DEVICE_LG-D400,mobile,LG-D400
DEVICE_SAMSUNG-SM-G930AZ,mobile,SAMSUNG-SM-G930AZ
DEVICE_Moto G (5) Plus Build/NPNS25.137-92-4,desktop,Moto G (5) Plus Build/NPNS25.137-92-4
DEVICE_SM-G925I,mobile,SM-G925I
DEVICE_B3-A20,mobile,B3-A20
DEVICE_VTR-AL00 Build/HUAWEIVTR-AL00,mobile,VTR-AL00 Build/HUAWEIVTR-AL00
DEVICE_D6603,mobile,D6603
DEVICE_ZTE BLADE V8 MINI Build/NRD90M,mobile,ZTE BLADE V8 MINI Build/NRD90M
DEVICE_TA-1044,mobile,TA-1044
DEVICE_PLE-701L,mobile,PLE-701L
DEVICE_ZUUM_ZEN_I Build/LRX21M,desktop,ZUUM_ZEN_I Build/LRX21M
DEVICE_SM-T580,mobile,SM-T580
DEVICE_en-gb,mobile,en-gb
DEVICE_SM-A300M,mobile,SM-A300M
DEVICE_iris702,mobile,iris702
DEVICE_NX16A8116KP,mobile,NX16A8116KP
DEVICE_SM-T285M,mobile,SM-T285M
DEVICE_F3111 Build/33.3.A.1.97,mobile,F3111 Build/33.3.A.1.97
DEVICE_HUAWEI M2-801W Build/HUAWEIM2-801W,mobile,HUAWEI M2-801W Build/HUAWEIM2-801W
DEVICE_SAMSUNG SM-A730F Build/NMF26X,mobile,SAMSUNG SM-A730F Build/NMF26X
DEVICE_SAMSUNG SM-G920F Build/LRX22G,desktop,SAMSUNG SM-G920F Build/LRX22G
DEVICE_LG-P708g,mobile,LG-P708g
DEVICE_SM-G7105,mobile,SM-G7105
DEVICE_BV7000,mobile,BV7000
DEVICE_SM-G386W,mobile,SM-G386W
DEVICE_TA-1044 Build/OPR1.170623.026,mobile,TA-1044 Build/OPR1.170623.026
DEVICE_LGL164VL Build/NRD90U,mobile,LGL164VL Build/NRD90U
DEVICE_K10,mobile,K10
DEVICE_Lenovo YT3-850M Build/MMB29M,mobile,Lenovo YT3-850M Build/MMB29M
DEVICE_A574BL Build/NMF26F,mobile,A574BL Build/NMF26F
DEVICE_GT-S7275B,mobile,GT-S7275B
DEVICE_Minion_Tab,mobile,Minion_Tab
DEVICE_HUAWEI CAN-L11 Build/HUAWEICAN-L11,mobile,HUAWEI CAN-L11 Build/HUAWEICAN-L11
DEVICE_Lenovo YT3-850F Build/MMB29M,mobile,Lenovo YT3-850F Build/MMB29M
DEVICE_LGMS428,mobile,LGMS428
DEVICE_SM-J530G,mobile,SM-J530G
DEVICE_LG-H812,mobile,LG-H812
DEVICE_SM-J700P,mobile,SM-J700P
DEVICE_LIMIT,mobile,LIMIT
DEVICE_Ilium LT520 Build/NRD90M,mobile,Ilium LT520 Build/NRD90M
DEVICE_F5321 Build/34.2.A.2.47,mobile,F5321 Build/34.2.A.2.47
DEVICE_SM-T827R4,mobile,SM-T827R4
DEVICE_SAMSUNG-SM-J327AZ,mobile,SAMSUNG-SM-J327AZ
DEVICE_SM-A530F Build/NMF26X,mobile,SM-A530F Build/NMF26X
DEVICE_F3313 Build/37.0.A.2.248,mobile,F3313 Build/37.0.A.2.248
DEVICE_SM-G950F Build/R16NW,mobile,SM-G950F Build/R16NW
DEVICE_Pixel XL Build/OPM1.171019.016,mobile,Pixel XL Build/OPM1.171019.016
DEVICE_O1,mobile,O1
DEVICE_Ilium X220 Build/MRA58K,mobile,Ilium X220 Build/MRA58K
DEVICE_SM-E500M,mobile,SM-E500M
DEVICE_SM-P607T,mobile,SM-P607T
DEVICE_SM-T355Y Build/NMF26X,mobile,SM-T355Y Build/NMF26X
DEVICE_SAMSUNG SM-T813 Build/NRD90M,mobile,SAMSUNG SM-T813 Build/NRD90M
DEVICE_X900+,mobile,X900+
DEVICE_SAMSUNG-SM-N900A Build/LRX21V,mobile,SAMSUNG-SM-N900A Build/LRX21V
DEVICE_TA-1052,mobile,TA-1052
DEVICE_LGL163BL,mobile,LGL163BL
DEVICE_Redmi 5 Plus Build/N2G47H,mobile,Redmi 5 Plus Build/N2G47H
DEVICE_LGMS345,mobile,LGMS345
DEVICE_LG-M257,mobile,LG-M257
DEVICE_X3402,mobile,X3402
DEVICE_Aquaris X5 Plus Build/NMF26F,mobile,Aquaris X5 Plus Build/NMF26F
DEVICE_ASUS_Z017DA,mobile,ASUS_Z017DA
DEVICE_Alcatel_4060O Build/MMB29M,mobile,Alcatel_4060O Build/MMB29M
DEVICE_XT1072,mobile,XT1072
DEVICE_verykool,mobile,verykool
DEVICE_moto x4 Build/OPWS27.57-40-6,mobile,moto x4 Build/OPWS27.57-40-6
DEVICE_Origins,mobile,Origins
DEVICE_Moto G (5) Build/NPPS25.137-93-4,desktop,Moto G (5) Build/NPPS25.137-93-4
DEVICE_FIG-LX3 Build/HUAWEIFIG-LX3,mobile,FIG-LX3 Build/HUAWEIFIG-LX3
DEVICE_SAMSUNG SM-A310F Build/NRD90M,mobile,SAMSUNG SM-A310F Build/NRD90M
DEVICE_SAMSUNG-SGH-I497,mobile,SAMSUNG-SGH-I497
DEVICE_A1-850,mobile,A1-850
DEVICE_5045I,mobile,5045I
DEVICE_LG-V500,mobile,LG-V500
DEVICE_Moto E (4) Plus Build/NMA26.42-142,desktop,Moto E (4) Plus Build/NMA26.42-142
DEVICE_Alcatel_5056O,mobile,Alcatel_5056O
DEVICE_A97,mobile,A97
DEVICE_E5306 Build/27.3.A.0.129,mobile,E5306 Build/27.3.A.0.129
DEVICE_LGUS992,mobile,LGUS992
DEVICE_XT1609,mobile,XT1609
DEVICE_GT-N5110 Build/JDQ39,desktop,GT-N5110 Build/JDQ39
DEVICE_SM-N920P,mobile,SM-N920P
DEVICE_XT1095,mobile,XT1095
DEVICE_SC-02H,mobile,SC-02H
DEVICE_SM-T537V,mobile,SM-T537V
DEVICE_SM-A500FU,mobile,SM-A500FU
DEVICE_STF-L09 Build/HUAWEISTF-L09,mobile,STF-L09 Build/HUAWEISTF-L09
DEVICE_SAMSUNG SM-G950F Build/R16NW,mobile,SAMSUNG SM-G950F Build/R16NW
DEVICE_WAS-TL10 Build/HUAWEIWAS-TL10,mobile,WAS-TL10 Build/HUAWEIWAS-TL10
DEVICE_ZTE-Z956,mobile,ZTE-Z956
DEVICE_SGP511,desktop,SGP511
DEVICE_G25524K,mobile,G25524K
DEVICE_Z813 Build/LMY47O,desktop,Z813 Build/LMY47O
DEVICE_VS996 Build/OPR1.170623.026,mobile,VS996 Build/OPR1.170623.026
DEVICE_5056N,mobile,5056N
DEVICE_BLA-L09 Build/HUAWEIBLA-L09,mobile,BLA-L09 Build/HUAWEIBLA-L09
DEVICE_Ilium Pad T7X Build/LMY47I,desktop,Ilium Pad T7X Build/LMY47I
DEVICE_4034E,mobile,4034E
DEVICE_LG-SP200,mobile,LG-SP200
DEVICE_XT1650 Build/NCLS26.118-23-13-6-5,mobile,XT1650 Build/NCLS26.118-23-13-6-5
DEVICE_SAMSUNG-SM-J120A,mobile,SAMSUNG-SM-J120A
DEVICE_SM-G955U Build/R16NW,mobile,SM-G955U Build/R16NW
DEVICE_P5046A,mobile,P5046A
DEVICE_ALCATEL ONE TOUCH 7040A Build/JDQ39,mobile,ALCATEL ONE TOUCH 7040A Build/JDQ39
DEVICE_MAGNO,mobile,MAGNO
DEVICE_STK_Sync_5e,mobile,STK_Sync_5e
DEVICE_SM-G730W8 Build/KOT49H,mobile,SM-G730W8 Build/KOT49H
DEVICE_C6903,desktop,C6903
DEVICE_ALP-L09 Build/HUAWEIALP-L09S,mobile,ALP-L09 Build/HUAWEIALP-L09S
DEVICE_MYA-L11,mobile,MYA-L11
DEVICE_D5306,desktop,D5306
DEVICE_VK815,mobile,VK815
DEVICE_Moto G (4) Build/NPJS25.93-14-8.1-4,desktop,Moto G (4) Build/NPJS25.93-14-8.1-4
DEVICE_SM-C900F,mobile,SM-C900F
DEVICE_SOV33 Build/35.0.D.2.25,mobile,SOV33 Build/35.0.D.2.25
DEVICE_RCT6K03W13,mobile,RCT6K03W13
DEVICE_SM-A520W,mobile,SM-A520W
DEVICE_G3223,mobile,G3223
DEVICE_SAMSUNG SM-G570M Build/NRD90M,mobile,SAMSUNG SM-G570M Build/NRD90M
DEVICE_Pixel 2 XL Build/OPM1.171019.021,mobile,Pixel 2 XL Build/OPM1.171019.021
DEVICE_Nexus 6 Build/MOB30M,mobile,Nexus 6 Build/MOB30M
DEVICE_XT890 Build/9.8.2I-50_SML-25,mobile,XT890 Build/9.8.2I-50_SML-25
DEVICE_B1-790,mobile,B1-790
DEVICE_rv:14.0,mobile,rv:14.0
DEVICE_F3311,mobile,F3311
DEVICE_MI MAX 2 Build/NMF26F,mobile,MI MAX 2 Build/NMF26F
DEVICE_LG-D681,mobile,LG-D681
DEVICE_Helix,mobile,Helix
DEVICE_SAMSUNG-SM-G925A Build/MMB29K,mobile,SAMSUNG-SM-G925A Build/MMB29K
DEVICE_Pixel XL Build/OPM1.171019.021,mobile,Pixel XL Build/OPM1.171019.021
DEVICE_SAMSUNG SM-G9600 Build/R16NW,mobile,SAMSUNG SM-G9600 Build/R16NW
DEVICE_Pixel 2 Build/OPM1.171019.021,mobile,Pixel 2 Build/OPM1.171019.021
DEVICE_SPH-L720T,mobile,SPH-L720T
DEVICE_NYX_A1,mobile,NYX_A1
DEVICE_XT1021,mobile,XT1021
DEVICE_SM-G900M Build/KOT49H,mobile,SM-G900M Build/KOT49H
DEVICE_LEX829,mobile,LEX829
DEVICE_SM-T210,mobile,SM-T210
DEVICE_A5002,mobile,A5002
DEVICE_G527-U081,mobile,G527-U081
DEVICE_SAMSUNG SM-A310M Build/LMY47X,desktop,SAMSUNG SM-A310M Build/LMY47X
DEVICE_SM-G928G,mobile,SM-G928G
DEVICE_SM-N920T,mobile,SM-N920T
DEVICE_ZUR70016,mobile,ZUR70016
DEVICE_XT1580 Build/NPKS25.200-17-8,mobile,XT1580 Build/NPKS25.200-17-8
DEVICE_SAMSUNG SM-G950U Build/R16NW,mobile,SAMSUNG SM-G950U Build/R16NW
DEVICE_SM-G925T Build/LMY47X,mobile,SM-G925T Build/LMY47X
DEVICE_SM-G350M,mobile,SM-G350M
DEVICE_AOC_U706G,mobile,AOC_U706G
DEVICE_STELLAR,mobile,STELLAR
DEVICE_Moto G (5) Plus Build/NPN25.137-15,desktop,Moto G (5) Plus Build/NPN25.137-15
DEVICE_GRACE,mobile,GRACE
DEVICE_G8341,mobile,G8341
DEVICE_SM-J500H,mobile,SM-J500H
DEVICE_Moto G (4) Build/NPJS25.93-14-15,desktop,Moto G (4) Build/NPJS25.93-14-15
DEVICE_Gigaset,mobile,Gigaset
DEVICE_XT1710-02,mobile,XT1710-02
DEVICE_V502015,mobile,V502015
DEVICE_ZTE BLADE A6 Build/NMF26F,mobile,ZTE BLADE A6 Build/NMF26F
DEVICE_M431,mobile,M431
DEVICE_Star,desktop,Star
DEVICE_G3123,mobile,G3123
DEVICE_SAMSUNG SM-G955U Build/R16NW,mobile,SAMSUNG SM-G955U Build/R16NW
DEVICE_SLA-L23,mobile,SLA-L23
DEVICE_Infinix,mobile,Infinix
DEVICE_Build/OPR1.170623.032,mobile,Build/OPR1.170623.032
DEVICE_SM-G9600 Build/R16NW,mobile,SM-G9600 Build/R16NW
DEVICE_PMID7102DC,mobile,PMID7102DC
DEVICE_VS980 4G Build/LRX22G,mobile,VS980 4G Build/LRX22G
DEVICE_SAMSUNG SM-A310F/A310FXXU4CRB1 Build/NRD90M,mobile,SAMSUNG SM-A310F/A310FXXU4CRB1 Build/NRD90M
DEVICE_Aquaris V Build/N2G47H,mobile,Aquaris V Build/N2G47H
DEVICE_XT1225,mobile,XT1225
DEVICE_TA-1027 Build/OPR1.170623.026,mobile,TA-1027 Build/OPR1.170623.026
DEVICE_GRANT,mobile,GRANT
DEVICE_Moto C Build/NRD90M.057,mobile,Moto C Build/NRD90M.057
DEVICE_TA-1020,mobile,TA-1020
