case_id,opened_at,closed_at,outcome,pattern,n_txns,exposure_usd,report_filed
CC-4919,2016-10-16 23:08:01,2016-10-21 23:08:01,confirmed_fraud,card_not_present_fraud,1,43.42,No
CC-4920,2016-10-17 01:37:05,2016-10-22 16:37:05,confirmed_fraud,out_of_region_use,1,744.92,No
CC-4921,2016-10-17 01:54:34,2016-10-20 23:54:34,confirmed_fraud,account_takeover,1,107.97,No
CC-4922,2016-10-17 02:30:17,2016-10-19 19:30:17,confirmed_fraud,card_not_present_fraud,2,60.81,No
CC-4923,2016-10-17 04:22:49,2016-10-22 08:22:49,confirmed_fraud,card_not_present_new_device,2,265.33,No
CC-4924,2016-10-17 04:41:20,2016-10-19 01:41:20,confirmed_fraud,account_takeover,3,665.17,No
CC-4925,2016-10-17 05:08:09,2016-10-21 23:08:09,confirmed_fraud,card_not_present_fraud,1,150.04,No
CC-4926,2016-10-17 05:09:47,2016-10-20 10:09:47,confirmed_fraud,card_not_present_fraud,1,374.92,No
CC-4927,2016-10-17 05:17:41,2016-10-22 01:17:41,confirmed_fraud,account_takeover,6,603.83,No
CC-4928,2016-10-17 06:30:41,2016-10-23 00:30:41,confirmed_fraud,out_of_region_use,5,140.05,No
CC-4929,2016-10-17 07:19:18,2016-10-19 17:19:18,confirmed_fraud,card_not_present_fraud,1,15.99,No
CC-4930,2016-10-17 08:26:35,2016-10-20 01:26:35,confirmed_fraud,card_not_present_new_device,2,375.04,No
CC-4931,2016-10-17 09:12:52,2016-10-20 04:12:52,cleared,none,1,0.0,No
CC-4932,2016-10-17 09:12:59,2016-10-20 02:12:59,cleared,none,1,0.0,No
CC-4933,2016-10-17 09:40:18,2016-10-22 14:40:18,confirmed_fraud,account_takeover,6,1318.23,Yes
CC-4934,2016-10-17 09:46:18,2016-10-19 23:46:18,confirmed_fraud,out_of_region_use,1,54.02,No
CC-4935,2016-10-17 10:11:53,2016-10-19 23:11:53,confirmed_fraud,account_takeover,6,1164.09,Yes
CC-4936,2016-10-17 11:12:49,2016-10-23 04:12:49,confirmed_fraud,card_not_present_new_device,5,193.48,No
CC-4937,2016-10-17 11:13:48,2016-10-20 22:13:48,confirmed_fraud,card_not_present_fraud,4,135.6,No
CC-4938,2016-10-17 11:22:33,2016-10-19 02:22:33,confirmed_fraud,out_of_region_use,1,34.97,No
CC-4939,2016-10-17 12:22:39,2016-10-21 20:22:39,confirmed_fraud,card_not_present_fraud,1,225.02,No
CC-4940,2016-10-17 12:43:27,2016-10-22 22:43:27,confirmed_fraud,card_testing,3,109.88,No
CC-4941,2016-10-17 13:11:23,2016-10-21 01:11:23,confirmed_fraud,card_not_present_new_device,1,28.22,No
CC-4942,2016-10-17 13:58:18,2016-10-22 16:58:18,confirmed_fraud,out_of_region_use,5,1094.94,Yes
CC-4943,2016-10-17 15:09:10,2016-10-20 08:09:10,confirmed_fraud,card_not_present_new_device,2,54.32,No
CC-4944,2016-10-17 15:13:30,2016-10-21 19:13:30,confirmed_fraud,card_not_present_new_device,4,85.04,No
CC-4945,2016-10-17 17:51:35,2016-10-22 19:51:35,confirmed_fraud,account_takeover,1,87.0,No
CC-4946,2016-10-17 18:09:00,2016-10-21 14:09:00,confirmed_fraud,card_not_present_fraud,1,31.78,No
CC-4947,2016-10-17 18:49:23,2016-10-19 01:49:23,confirmed_fraud,card_not_present_fraud,1,300.07,No
CC-4948,2016-10-17 18:54:19,2016-10-20 04:54:19,confirmed_fraud,account_takeover,1,58.92,No
CC-4949,2016-10-17 20:36:48,2016-10-19 16:36:48,confirmed_fraud,account_takeover,1,2700.54,Yes
CC-4950,2016-10-17 20:57:05,2016-10-21 19:57:05,confirmed_fraud,card_not_present_fraud,6,86.14,No
CC-4951,2016-10-17 21:08:11,2016-10-21 22:08:11,confirmed_fraud,card_not_present_fraud,2,71.6,No
CC-4952,2016-10-17 21:11:20,2016-10-23 19:11:20,confirmed_fraud,out_of_region_use,4,409.93,No
CC-4953,2016-10-17 21:18:04,2016-10-22 03:18:04,confirmed_fraud,card_not_present_fraud,1,102.72,No
CC-4954,2016-10-17 22:36:28,2016-10-20 01:36:28,confirmed_fraud,account_takeover,1,170.93,No
CC-4955,2016-10-17 23:14:32,2016-10-19 15:14:32,cleared,none,1,0.0,No
CC-4956,2016-10-17 23:48:38,2016-10-20 20:48:38,confirmed_fraud,card_not_present_fraud,2,59.2,No
CC-4957,2016-10-18 00:16:26,2016-10-22 22:16:26,confirmed_fraud,out_of_region_use,1,48.02,No
CC-4958,2016-10-18 00:39:25,2016-10-19 18:39:25,confirmed_fraud,card_not_present_new_device,2,45.3,No
CC-4959,2016-10-18 01:15:53,2016-10-22 17:15:53,confirmed_fraud,account_takeover,3,677.92,No
CC-4960,2016-10-18 01:34:47,2016-10-21 02:34:47,confirmed_fraud,card_not_present_fraud,1,350.06,No
CC-4961,2016-10-18 02:24:53,2016-10-21 00:24:53,confirmed_fraud,account_takeover,3,247.88,No
CC-4962,2016-10-18 02:35:07,2016-10-21 14:35:07,confirmed_fraud,account_takeover,1,29.06,No
CC-4963,2016-10-18 02:37:27,2016-10-21 00:37:27,confirmed_fraud,account_takeover,2,3234.9,Yes
CC-4964,2016-10-18 02:44:59,2016-10-20 17:44:59,confirmed_fraud,account_takeover,18,5486.38,Yes
CC-4965,2016-10-18 03:36:58,2016-10-21 01:36:58,cleared,none,1,0.0,No
CC-4966,2016-10-18 04:29:34,2016-10-19 23:29:34,confirmed_fraud,out_of_region_use,1,210.42,No
CC-4967,2016-10-18 07:30:25,2016-10-23 02:30:25,confirmed_fraud,card_not_present_fraud,1,349.91,No
CC-4968,2016-10-18 07:31:47,2016-10-20 01:31:47,cleared,none,1,0.0,No
CC-4969,2016-10-18 08:00:31,2016-10-22 03:00:31,confirmed_fraud,card_not_present_fraud,1,81.94,No
CC-4970,2016-10-18 08:06:01,2016-10-24 02:06:01,confirmed_fraud,card_not_present_new_device,1,299.93,No
CC-4971,2016-10-18 08:13:20,2016-10-20 00:13:20,cleared,none,1,0.0,No
CC-4972,2016-10-18 08:18:20,2016-10-20 19:18:20,confirmed_fraud,card_not_present_new_device,10,334.56,No
CC-4973,2016-10-18 08:49:54,2016-10-21 03:49:54,cleared,none,1,0.0,No
CC-4974,2016-10-18 09:33:04,2016-10-21 01:33:04,cleared,none,1,0.0,No
CC-4975,2016-10-18 11:12:13,2016-10-22 22:12:13,confirmed_fraud,account_takeover,1,29.0,No
CC-4976,2016-10-18 11:26:38,2016-10-23 19:26:38,confirmed_fraud,out_of_region_use,4,521.89,No
CC-4977,2016-10-18 12:33:25,2016-10-23 21:33:25,confirmed_fraud,card_not_present_new_device,1,16.78,No
CC-4978,2016-10-18 13:00:51,2016-10-20 18:00:51,confirmed_fraud,card_not_present_fraud,5,614.89,No
CC-4979,2016-10-18 13:15:01,2016-10-24 04:15:01,confirmed_fraud,card_not_present_new_device,2,114.61,No
CC-4980,2016-10-18 14:18:17,2016-10-23 21:18:17,confirmed_fraud,card_not_present_new_device,1,16.29,No
CC-4981,2016-10-18 15:13:37,2016-10-20 19:13:37,confirmed_fraud,card_not_present_fraud,1,32.03,No
CC-4982,2016-10-18 16:06:33,2016-10-24 11:06:33,confirmed_fraud,card_not_present_new_device,26,895.46,No
CC-4983,2016-10-18 16:17:32,2016-10-23 17:17:32,confirmed_fraud,card_not_present_fraud,1,16.02,No
CC-4984,2016-10-18 16:55:59,2016-10-21 00:55:59,confirmed_fraud,card_not_present_fraud,2,116.23,No
CC-4985,2016-10-18 17:13:11,2016-10-23 11:13:11,confirmed_fraud,card_not_present_fraud,3,101.33,No
CC-4986,2016-10-18 17:48:44,2016-10-23 23:48:44,confirmed_fraud,card_not_present_fraud,1,27.12,No
CC-4987,2016-10-18 18:19:49,2016-10-20 20:19:49,confirmed_fraud,card_not_present_new_device,1,17.43,No
CC-4988,2016-10-18 18:24:55,2016-10-20 17:24:55,cleared,none,1,0.0,No
CC-4989,2016-10-18 19:20:01,2016-10-24 15:20:01,confirmed_fraud,account_takeover,1,884.05,No
CC-4990,2016-10-18 19:29:01,2016-10-23 00:29:01,confirmed_fraud,account_takeover,2,116.13,No
CC-4991,2016-10-18 19:59:13,2016-10-24 14:59:13,confirmed_fraud,card_not_present_fraud,1,58.06,No
CC-4992,2016-10-18 20:05:14,2016-10-24 15:05:14,confirmed_fraud,card_not_present_new_device,8,549.47,No
CC-4993,2016-10-18 21:52:00,2016-10-23 22:52:00,confirmed_fraud,card_not_present_fraud,2,399.99,No
CC-4994,2016-10-18 21:52:32,2016-10-22 08:52:32,confirmed_fraud,card_not_present_fraud,1,22.2,No
CC-4995,2016-10-18 22:11:46,2016-10-22 01:11:46,confirmed_fraud,out_of_region_use,1,116.99,No
CC-4996,2016-10-18 22:23:06,2016-10-19 19:23:06,confirmed_fraud,out_of_region_use,13,1394.09,Yes
CC-4997,2016-10-18 22:31:11,2016-10-22 17:31:11,confirmed_fraud,out_of_region_use,1,48.94,No
CC-4998,2016-10-18 22:52:42,2016-10-21 14:52:42,confirmed_fraud,out_of_region_use,6,640.86,No
CC-4999,2016-10-18 22:52:46,2016-10-23 19:52:46,confirmed_fraud,account_takeover,2,277.0,No
CC-5000,2016-10-18 23:27:05,2016-10-20 19:27:05,confirmed_fraud,account_takeover,4,729.94,No
CC-5001,2016-10-18 23:52:01,2016-10-21 17:52:01,cleared,none,1,0.0,No
CC-5002,2016-10-19 00:40:15,2016-10-22 21:40:15,confirmed_fraud,account_takeover,1,112.94,No
CC-5003,2016-10-19 00:48:33,2016-10-21 20:48:33,confirmed_fraud,card_not_present_fraud,1,300.02,No
CC-5004,2016-10-19 00:53:41,2016-10-22 11:53:41,confirmed_fraud,out_of_region_use,2,136.12,No
CC-5005,2016-10-19 01:42:57,2016-10-24 03:42:57,confirmed_fraud,card_not_present_new_device,1,8.2,No
CC-5006,2016-10-19 02:03:43,2016-10-21 21:03:43,cleared,none,1,0.0,No
CC-5007,2016-10-19 02:44:57,2016-10-24 03:44:57,confirmed_fraud,account_takeover,3,1443.01,Yes
CC-5008,2016-10-19 02:52:57,2016-10-20 00:52:57,cleared,none,1,0.0,No
CC-5009,2016-10-19 02:53:54,2016-10-24 20:53:54,confirmed_fraud,account_takeover,4,1459.93,Yes
CC-5010,2016-10-19 03:56:05,2016-10-23 05:56:05,confirmed_fraud,card_not_present_new_device,17,629.26,No
CC-5011,2016-10-19 03:56:28,2016-10-22 01:56:28,cleared,none,1,0.0,No
CC-5012,2016-10-19 04:09:03,2016-10-23 23:09:03,confirmed_fraud,card_not_present_fraud,2,30.94,No
CC-5013,2016-10-19 04:15:54,2016-10-24 19:15:54,confirmed_fraud,account_takeover,1,170.93,No
CC-5014,2016-10-19 05:00:57,2016-10-22 01:00:57,cleared,none,1,0.0,No
CC-5015,2016-10-19 05:22:45,2016-10-23 04:22:45,confirmed_fraud,card_not_present_new_device,2,131.19,No
CC-5016,2016-10-19 05:45:58,2016-10-19 23:45:58,confirmed_fraud,card_not_present_fraud,3,255.28,No
CC-5017,2016-10-19 06:18:01,2016-10-20 18:18:01,confirmed_fraud,out_of_region_use,1,146.01,No
CC-5018,2016-10-19 06:28:51,2016-10-19 23:28:51,cleared,none,1,0.0,No
CC-5019,2016-10-19 06:28:55,2016-10-22 03:28:55,confirmed_fraud,out_of_region_use,2,156.09,No
CC-5020,2016-10-19 07:06:18,2016-10-21 18:06:18,confirmed_fraud,out_of_region_use,1,424.93,No
CC-5021,2016-10-19 07:06:23,2016-10-21 22:06:23,confirmed_fraud,card_not_present_fraud,5,2499.98,Yes
CC-5022,2016-10-19 07:36:04,2016-10-22 10:36:04,confirmed_fraud,card_not_present_fraud,1,375.04,No
CC-5023,2016-10-19 09:40:16,2016-10-24 15:40:16,confirmed_fraud,account_takeover,7,350.77,No
CC-5024,2016-10-19 10:10:11,2016-10-20 16:10:11,confirmed_fraud,account_takeover,1,663.99,No
CC-5025,2016-10-19 11:40:43,2016-10-20 05:40:43,confirmed_fraud,card_not_present_new_device,3,450.1,No
CC-5026,2016-10-19 12:21:43,2016-10-20 18:21:43,confirmed_fraud,out_of_region_use,3,309.86,No
CC-5027,2016-10-19 13:22:19,2016-10-20 20:22:19,confirmed_fraud,card_not_present_fraud,2,42.26,No
CC-5028,2016-10-19 14:58:20,2016-10-24 12:58:20,confirmed_fraud,out_of_region_use,1,374.93,No
CC-5029,2016-10-19 15:40:26,2016-10-24 03:40:26,confirmed_fraud,card_not_present_new_device,11,407.71,No
CC-5030,2016-10-19 16:25:12,2016-10-20 17:25:12,confirmed_fraud,account_takeover,1,440.94,No
CC-5031,2016-10-19 16:56:50,2016-10-23 13:56:50,confirmed_fraud,card_not_present_fraud,1,31.71,No
CC-5032,2016-10-19 18:27:01,2016-10-24 14:27:01,confirmed_fraud,out_of_region_use,11,459.2,No
CC-5033,2016-10-19 18:28:32,2016-10-24 19:28:32,confirmed_fraud,card_not_present_fraud,1,31.86,No
CC-5034,2016-10-19 18:40:53,2016-10-23 18:40:53,confirmed_fraud,account_takeover,1,25.9,No
CC-5035,2016-10-19 18:42:33,2016-10-21 15:42:33,cleared,none,1,0.0,No
CC-5036,2016-10-19 18:50:46,2016-10-24 22:50:46,confirmed_fraud,card_not_present_fraud,2,400.04,No
CC-5037,2016-10-19 19:31:23,2016-10-24 19:31:23,confirmed_fraud,card_not_present_new_device,1,149.91,No
CC-5038,2016-10-19 21:31:16,2016-10-24 17:31:16,confirmed_fraud,card_not_present_fraud,1,16.06,No
CC-5039,2016-10-19 21:58:01,2016-10-23 23:58:01,confirmed_fraud,account_takeover,1,225.97,No
CC-5040,2016-10-19 22:01:53,2016-10-24 20:01:53,confirmed_fraud,card_not_present_fraud,1,110.12,No
CC-5041,2016-10-19 22:04:03,2016-10-22 19:04:03,confirmed_fraud,account_takeover,1,279.95,No
CC-5042,2016-10-19 22:35:22,2016-10-24 23:35:22,confirmed_fraud,card_not_present_fraud,1,11.21,No
CC-5043,2016-10-19 23:54:57,2016-10-20 15:54:57,cleared,none,1,0.0,No
CC-5044,2016-10-19 23:56:34,2016-10-23 19:56:34,confirmed_fraud,card_not_present_fraud,2,270.12,No
CC-5045,2016-10-20 00:06:07,2016-10-22 14:06:07,confirmed_fraud,card_not_present_fraud,1,31.74,No
CC-5046,2016-10-20 00:15:59,2016-10-21 12:15:59,confirmed_fraud,out_of_region_use,3,4622.99,Yes
CC-5047,2016-10-20 00:43:09,2016-10-21 19:43:09,cleared,none,1,0.0,No
CC-5048,2016-10-20 01:41:04,2016-10-20 21:41:04,confirmed_fraud,card_not_present_fraud,2,1000.04,Yes
CC-5049,2016-10-20 02:09:51,2016-10-22 19:09:51,confirmed_fraud,account_takeover,4,1835.06,Yes
CC-5050,2016-10-20 02:25:50,2016-10-24 23:25:50,confirmed_fraud,card_not_present_new_device,4,287.88,No
CC-5051,2016-10-20 03:17:59,2016-10-23 18:17:59,confirmed_fraud,out_of_region_use,1,44.5,No
CC-5052,2016-10-20 03:35:38,2016-10-25 21:35:38,confirmed_fraud,out_of_region_use,1,96.98,No
CC-5053,2016-10-20 03:38:20,2016-10-20 22:38:20,confirmed_fraud,card_not_present_fraud,3,424.86,No
CC-5054,2016-10-20 04:26:32,2016-10-21 12:26:32,confirmed_fraud,account_takeover,9,3604.93,Yes
CC-5055,2016-10-20 04:41:24,2016-10-24 20:41:24,confirmed_fraud,out_of_region_use,1,553.98,No
CC-5056,2016-10-20 05:06:49,2016-10-21 22:06:49,confirmed_fraud,out_of_region_use,1,311.88,No
CC-5057,2016-10-20 06:54:13,2016-10-22 22:54:13,confirmed_fraud,card_not_present_new_device,2,156.55,No
CC-5058,2016-10-20 07:18:01,2016-10-21 01:18:01,confirmed_fraud,card_not_present_fraud,1,349.93,No
CC-5059,2016-10-20 08:04:31,2016-10-25 19:04:31,confirmed_fraud,out_of_region_use,2,669.93,No
CC-5060,2016-10-20 08:59:44,2016-10-24 20:59:44,confirmed_fraud,account_takeover,11,3043.92,Yes
CC-5061,2016-10-20 09:24:43,2016-10-24 18:24:43,confirmed_fraud,out_of_region_use,3,3775.96,Yes
CC-5062,2016-10-20 09:31:10,2016-10-23 01:31:10,cleared,none,1,0.0,No
CC-5063,2016-10-20 09:33:46,2016-10-25 17:33:46,confirmed_fraud,out_of_region_use,1,171.01,No
CC-5064,2016-10-20 09:36:14,2016-10-24 01:36:14,confirmed_fraud,card_not_present_new_device,1,41.03,No
CC-5065,2016-10-20 10:00:07,2016-10-21 20:00:07,confirmed_fraud,card_not_present_fraud,2,299.98,No
CC-5066,2016-10-20 10:02:33,2016-10-25 19:02:33,confirmed_fraud,account_takeover,1,171.08,No
CC-5067,2016-10-20 10:46:34,2016-10-21 20:46:34,confirmed_fraud,account_takeover,1,286.98,No
CC-5068,2016-10-20 11:08:06,2016-10-21 23:08:06,confirmed_fraud,card_not_present_fraud,2,600.08,No
CC-5069,2016-10-20 11:19:58,2016-10-21 16:19:58,confirmed_fraud,account_takeover,1,209.87,No
CC-5070,2016-10-20 11:56:11,2016-10-21 17:56:11,confirmed_fraud,card_not_present_fraud,4,199.85,No
CC-5071,2016-10-20 12:14:34,2016-10-25 17:14:34,confirmed_fraud,account_takeover,2,349.02,No
CC-5072,2016-10-20 12:31:19,2016-10-26 05:31:19,confirmed_fraud,out_of_region_use,1,117.09,No
CC-5073,2016-10-20 12:48:05,2016-10-22 13:48:05,confirmed_fraud,card_not_present_fraud,1,31.8,No
CC-5074,2016-10-20 15:19:37,2016-10-25 19:19:37,confirmed_fraud,out_of_region_use,1,59.0,No
CC-5075,2016-10-20 15:40:52,2016-10-24 19:40:52,confirmed_fraud,card_not_present_new_device,3,71.89,No
CC-5076,2016-10-20 16:03:13,2016-10-26 01:03:13,confirmed_fraud,out_of_region_use,1,117.06,No
CC-5077,2016-10-20 16:43:20,2016-10-22 13:43:20,cleared,none,1,0.0,No
CC-5078,2016-10-20 17:41:44,2016-10-22 13:41:44,cleared,none,1,0.0,No
CC-5079,2016-10-20 18:12:43,2016-10-23 22:12:43,confirmed_fraud,card_not_present_fraud,2,120.49,No
CC-5080,2016-10-20 18:40:11,2016-10-24 23:40:11,confirmed_fraud,card_not_present_fraud,1,27.22,No
CC-5081,2016-10-20 18:40:59,2016-10-25 11:40:59,confirmed_fraud,card_not_present_new_device,1,50.01,No
CC-5082,2016-10-20 19:29:23,2016-10-26 15:29:23,confirmed_fraud,out_of_region_use,5,4420.11,Yes
CC-5083,2016-10-20 19:56:58,2016-10-25 15:56:58,confirmed_fraud,out_of_region_use,1,570.07,No
CC-5084,2016-10-20 20:53:54,2016-10-25 22:53:54,confirmed_fraud,card_not_present_fraud,4,599.91,No
CC-5085,2016-10-20 22:37:51,2016-10-24 20:37:51,confirmed_fraud,card_not_present_new_device,9,243.84,No
CC-5086,2016-10-20 22:54:10,2016-10-23 23:54:10,confirmed_fraud,account_takeover,2,193.93,No
CC-5087,2016-10-20 23:44:58,2016-10-24 19:44:58,confirmed_fraud,out_of_region_use,1,171.01,No
CC-5088,2016-10-21 01:21:38,2016-10-26 23:21:38,confirmed_fraud,card_not_present_fraud,1,106.51,No
CC-5089,2016-10-21 02:12:57,2016-10-26 15:12:57,confirmed_fraud,account_takeover,2,83.01,No
CC-5090,2016-10-21 02:41:27,2016-10-24 12:41:27,confirmed_fraud,out_of_region_use,7,155.25,No
CC-5091,2016-10-21 03:24:10,2016-10-24 22:24:10,confirmed_fraud,out_of_region_use,1,445.07,No
CC-5092,2016-10-21 03:28:03,2016-10-26 20:28:03,confirmed_fraud,out_of_region_use,3,215.07,No
CC-5093,2016-10-21 03:30:41,2016-10-23 23:30:41,confirmed_fraud,card_not_present_fraud,1,136.94,No
CC-5094,2016-10-21 04:03:34,2016-10-21 22:03:34,confirmed_fraud,card_not_present_new_device,4,767.91,No
CC-5095,2016-10-21 07:45:24,2016-10-24 01:45:24,cleared,none,1,0.0,No
CC-5096,2016-10-21 07:51:59,2016-10-24 17:51:59,confirmed_fraud,card_not_present_fraud,1,50.08,No
CC-5097,2016-10-21 08:44:11,2016-10-22 15:44:11,confirmed_fraud,account_takeover,1,159.9,No
CC-5098,2016-10-21 08:50:21,2016-10-24 15:50:21,confirmed_fraud,card_not_present_fraud,1,500.04,No
CC-5099,2016-10-21 09:28:35,2016-10-22 23:28:35,confirmed_fraud,card_not_present_fraud,1,106.55,No
CC-5100,2016-10-21 10:10:01,2016-10-25 10:10:01,confirmed_fraud,out_of_region_use,2,213.46,No
CC-5101,2016-10-21 10:21:00,2016-10-22 22:21:00,confirmed_fraud,out_of_region_use,1,226.01,No
CC-5102,2016-10-21 11:24:36,2016-10-22 20:24:36,confirmed_fraud,card_not_present_new_device,2,34.39,No
CC-5103,2016-10-21 11:25:28,2016-10-25 18:25:28,confirmed_fraud,out_of_region_use,1,226.02,No
CC-5104,2016-10-21 11:32:37,2016-10-25 05:32:37,confirmed_fraud,card_not_present_fraud,1,1.36,No
CC-5105,2016-10-21 12:04:06,2016-10-24 00:04:06,confirmed_fraud,card_not_present_new_device,1,35.06,No
CC-5106,2016-10-21 12:50:29,2016-10-24 02:50:29,confirmed_fraud,card_not_present_new_device,3,35.95,No
CC-5107,2016-10-21 13:02:48,2016-10-27 04:02:48,confirmed_fraud,account_takeover,2,267.79,No
CC-5108,2016-10-21 13:29:41,2016-10-25 22:29:41,confirmed_fraud,out_of_region_use,1,116.97,No
CC-5109,2016-10-21 13:52:46,2016-10-25 22:52:46,confirmed_fraud,card_not_present_new_device,3,188.29,No
CC-5110,2016-10-21 14:00:41,2016-10-24 22:00:41,confirmed_fraud,card_not_present_new_device,1,37.82,No
CC-5111,2016-10-21 16:01:26,2016-10-22 23:01:26,confirmed_fraud,card_not_present_new_device,1,49.92,No
CC-5112,2016-10-21 17:31:22,2016-10-25 17:31:22,confirmed_fraud,account_takeover,4,1770.07,Yes
CC-5113,2016-10-21 18:50:05,2016-10-23 18:50:05,confirmed_fraud,account_takeover,1,97.04,No
CC-5114,2016-10-21 19:13:32,2016-10-22 12:13:32,cleared,none,1,0.0,No
CC-5115,2016-10-21 19:29:36,2016-10-26 14:29:36,confirmed_fraud,account_takeover,6,1247.23,Yes
CC-5116,2016-10-21 20:29:52,2016-10-23 10:29:52,confirmed_fraud,card_not_present_new_device,8,1109.93,Yes
CC-5117,2016-10-21 20:33:10,2016-10-26 21:33:10,confirmed_fraud,card_not_present_fraud,1,99.94,No
CC-5118,2016-10-21 20:47:45,2016-10-24 23:47:45,confirmed_fraud,card_not_present_new_device,2,170.04,No
CC-5119,2016-10-21 21:15:01,2016-10-26 19:15:01,confirmed_fraud,out_of_region_use,4,3331.75,Yes
CC-5120,2016-10-21 21:58:10,2016-10-27 17:58:10,confirmed_fraud,account_takeover,6,2650.82,Yes
CC-5121,2016-10-21 23:12:46,2016-10-23 23:12:46,confirmed_fraud,card_not_present_new_device,5,615.33,No
CC-5122,2016-10-21 23:18:40,2016-10-26 15:18:40,confirmed_fraud,card_not_present_new_device,7,321.36,No
CC-5123,2016-10-21 23:21:48,2016-10-26 21:21:48,confirmed_fraud,card_not_present_fraud,2,132.04,No
CC-5124,2016-10-22 00:22:41,2016-10-26 21:22:41,confirmed_fraud,card_not_present_new_device,9,1974.91,Yes
CC-5125,2016-10-22 00:44:48,2016-10-24 20:44:48,confirmed_fraud,card_not_present_fraud,1,8.48,No
CC-5126,2016-10-22 01:03:02,2016-10-23 13:03:02,confirmed_fraud,out_of_region_use,1,91.99,No
CC-5127,2016-10-22 01:23:38,2016-10-25 17:23:38,confirmed_fraud,out_of_region_use,1,33.89,No
CC-5128,2016-10-22 02:55:04,2016-10-24 00:55:04,confirmed_fraud,card_not_present_new_device,6,115.15,No
CC-5129,2016-10-22 05:18:34,2016-10-23 01:18:34,cleared,none,1,0.0,No
CC-5130,2016-10-22 05:54:34,2016-10-22 23:54:34,confirmed_fraud,card_not_present_fraud,1,85.07,No
CC-5131,2016-10-22 06:07:40,2016-10-27 23:07:40,confirmed_fraud,account_takeover,1,29.02,No
CC-5132,2016-10-22 06:32:42,2016-10-25 03:32:42,cleared,none,1,0.0,No
CC-5133,2016-10-22 06:55:52,2016-10-25 23:55:52,confirmed_fraud,out_of_region_use,1,57.88,No
CC-5134,2016-10-22 07:07:45,2016-10-25 02:07:45,cleared,none,1,0.0,No
CC-5135,2016-10-22 07:40:37,2016-10-23 14:40:37,confirmed_fraud,account_takeover,3,284.17,No
CC-5136,2016-10-22 08:33:52,2016-10-27 05:33:52,confirmed_fraud,account_takeover,5,4445.98,Yes
CC-5137,2016-10-22 08:37:16,2016-10-25 00:37:16,cleared,none,1,0.0,No
CC-5138,2016-10-22 09:18:12,2016-10-27 15:18:12,confirmed_fraud,account_takeover,1,485.07,No
CC-5139,2016-10-22 09:48:41,2016-10-25 21:48:41,confirmed_fraud,out_of_region_use,3,3096.07,Yes
CC-5140,2016-10-22 10:14:20,2016-10-26 01:14:20,confirmed_fraud,card_not_present_new_device,13,385.8,No
CC-5141,2016-10-22 10:23:53,2016-10-27 22:23:53,confirmed_fraud,account_takeover,2,724.93,No
CC-5142,2016-10-22 10:51:01,2016-10-24 03:51:01,cleared,none,1,0.0,No
CC-5143,2016-10-22 11:49:11,2016-10-27 19:49:11,confirmed_fraud,card_not_present_fraud,1,110.26,No
CC-5144,2016-10-22 11:49:32,2016-10-24 20:49:32,confirmed_fraud,card_not_present_new_device,5,98.06,No
CC-5145,2016-10-22 12:22:38,2016-10-25 20:22:38,confirmed_fraud,out_of_region_use,8,7410.04,Yes
CC-5146,2016-10-22 12:42:28,2016-10-24 23:42:28,confirmed_fraud,card_not_present_new_device,1,34.63,No
CC-5147,2016-10-22 12:56:05,2016-10-26 21:56:05,confirmed_fraud,card_not_present_fraud,2,999.91,No
CC-5148,2016-10-22 13:25:16,2016-10-24 06:25:16,confirmed_fraud,out_of_region_use,1,53.96,No
CC-5149,2016-10-22 13:50:35,2016-10-25 07:50:35,confirmed_fraud,out_of_region_use,1,225.95,No
CC-5150,2016-10-22 16:53:14,2016-10-24 15:53:14,confirmed_fraud,out_of_region_use,1,425.04,No
CC-5151,2016-10-22 17:10:31,2016-10-27 19:10:31,confirmed_fraud,account_takeover,1,20.92,No
CC-5152,2016-10-22 17:50:40,2016-10-27 01:50:40,confirmed_fraud,out_of_region_use,1,82.91,No
CC-5153,2016-10-22 19:22:53,2016-10-24 14:22:53,confirmed_fraud,out_of_region_use,1,141.04,No
CC-5154,2016-10-22 19:51:53,2016-10-24 15:51:53,confirmed_fraud,out_of_region_use,3,950.86,No
CC-5155,2016-10-22 20:14:00,2016-10-25 19:14:00,confirmed_fraud,account_takeover,7,3003.98,Yes
CC-5156,2016-10-22 20:35:22,2016-10-26 03:35:22,confirmed_fraud,account_takeover,1,321.97,No
CC-5157,2016-10-22 21:42:12,2016-10-24 06:42:12,confirmed_fraud,card_not_present_fraud,3,367.29,No
CC-5158,2016-10-22 21:58:13,2016-10-26 17:58:13,confirmed_fraud,account_takeover,5,2224.92,Yes
CC-5159,2016-10-22 22:01:48,2016-10-28 02:01:48,confirmed_fraud,out_of_region_use,1,34.03,No
CC-5160,2016-10-22 22:03:40,2016-10-26 13:03:40,confirmed_fraud,out_of_region_use,2,1165.09,Yes
CC-5161,2016-10-22 22:04:57,2016-10-28 15:04:57,confirmed_fraud,card_not_present_new_device,1,300.03,No
CC-5162,2016-10-22 22:49:29,2016-10-23 20:49:29,cleared,none,1,0.0,No
CC-5163,2016-10-23 00:06:37,2016-10-28 22:06:37,confirmed_fraud,account_takeover,1,189.88,No
CC-5164,2016-10-23 00:38:11,2016-10-24 19:38:11,cleared,none,1,0.0,No
CC-5165,2016-10-23 01:00:47,2016-10-28 13:00:47,confirmed_fraud,card_not_present_fraud,1,100.03,No
