transaction_id,region_id
3491104,REGION_325.0
3491105,REGION_-1.0
3491106,REGION_315.0
3491107,REGION_191.0
3491108,REGION_184.0
3491109,REGION_330.0
3491110,REGION_181.0
3491111,REGION_284.0
3491112,REGION_170.0
3491113,REGION_330.0
3491114,REGION_231.0
3491115,REGION_253.0
3491116,REGION_253.0
3491117,REGION_272.0
3491118,REGION_330.0
3491119,REGION_494.0
3491120,REGION_444.0
3491121,REGION_315.0
3491122,REGION_330.0
3491123,REGION_264.0
3491124,REGION_494.0
3491125,REGION_264.0
3491126,REGION_330.0
3491127,REGION_330.0
3491128,REGION_269.0
3491129,REGION_494.0
3491130,REGION_123.0
3491131,REGION_441.0
3491132,REGION_330.0
3491133,REGION_325.0
3491134,REGION_123.0
3491135,REGION_485.0
3491136,REGION_204.0
3491137,REGION_-1.0
3491138,REGION_177.0
3491139,REGION_325.0
3491140,REGION_272.0
3491141,REGION_264.0
3491142,REGION_472.0
3491143,REGION_315.0
3491144,REGION_441.0
3491145,REGION_264.0
3491146,REGION_181.0
3491147,REGION_325.0
3491148,REGION_494.0
3491149,REGION_325.0
3491150,REGION_-1.0
3491151,REGION_264.0
3491152,REGION_204.0
3491153,REGION_251.0
3491154,REGION_325.0
3491155,REGION_325.0
3491156,REGION_272.0
3491157,REGION_-1.0
3491158,REGION_264.0
3491159,REGION_181.0
3491160,REGION_126.0
3491161,REGION_264.0
3491162,REGION_325.0
3491163,REGION_441.0
3491164,REGION_272.0
3491165,REGION_469.0
3491166,REGION_204.0
3491167,REGION_251.0
3491168,REGION_494.0
3491169,REGION_433.0
3491170,REGION_225.0
3491171,REGION_472.0
3491172,REGION_264.0
3491173,REGION_325.0
3491174,REGION_204.0
3491175,REGION_191.0
3491176,REGION_494.0
3491177,REGION_315.0
3491178,REGION_204.0
3491179,REGION_123.0
3491180,REGION_-1.0
3491181,REGION_315.0
3491182,REGION_315.0
3491183,REGION_126.0
3491184,REGION_325.0
3491185,REGION_325.0
3491186,REGION_123.0
3491187,REGION_325.0
3491188,REGION_204.0
3491189,REGION_498.0
3491190,REGION_272.0
3491191,REGION_184.0
3491192,REGION_327.0
3491193,REGION_384.0
3491194,REGION_231.0
3491195,REGION_184.0
3491196,REGION_-1.0
3491197,REGION_181.0
3491198,REGION_143.0
3491199,REGION_498.0
3491200,REGION_204.0
3491201,REGION_253.0
3491202,REGION_-1.0
3491203,REGION_327.0
3491204,REGION_143.0
3491205,REGION_387.0
3491206,REGION_126.0
3491207,REGION_325.0
3491208,REGION_327.0
3491209,REGION_330.0
3491210,REGION_337.0
3491211,REGION_325.0
3491212,REGION_441.0
3491213,REGION_269.0
3491214,REGION_126.0
3491215,REGION_191.0
3491216,REGION_325.0
3491217,REGION_-1.0
3491218,REGION_181.0
3491219,REGION_327.0
3491220,REGION_184.0
3491221,REGION_181.0
3491222,REGION_337.0
3491223,REGION_472.0
3491224,REGION_325.0
3491225,REGION_204.0
3491226,REGION_205.0
3491227,REGION_264.0
3491228,REGION_315.0
3491229,REGION_433.0
3491230,REGION_325.0
3491231,REGION_337.0
3491232,REGION_433.0
3491233,REGION_272.0
3491234,REGION_231.0
3491235,REGION_220.0
3491236,REGION_272.0
3491237,REGION_299.0
3491238,REGION_204.0
3491239,REGION_143.0
3491240,REGION_325.0
3491241,REGION_436.0
3491242,REGION_184.0
3491243,REGION_191.0
3491244,REGION_204.0
3491245,REGION_485.0
3491246,REGION_231.0
3491247,REGION_337.0
3491248,REGION_315.0
3491249,REGION_337.0
3491250,REGION_441.0
3491251,REGION_441.0
3491252,REGION_123.0
3491253,REGION_205.0
3491254,REGION_387.0
3491255,REGION_123.0
3491256,REGION_143.0
3491257,REGION_337.0
3491258,REGION_191.0
3491259,REGION_126.0
3491260,REGION_325.0
3491261,REGION_204.0
3491262,REGION_251.0
3491263,REGION_476.0
3491264,REGION_494.0
3491265,REGION_325.0
3491266,REGION_204.0
3491267,REGION_184.0
3491268,REGION_472.0
3491269,REGION_472.0
3491270,REGION_315.0
3491271,REGION_264.0
3491272,REGION_123.0
3491273,REGION_330.0
3491274,REGION_181.0
3491275,REGION_494.0
3491276,REGION_441.0
3491277,REGION_143.0
3491278,REGION_264.0
3491279,REGION_204.0
3491280,REGION_-1.0
3491281,REGION_226.0
3491282,REGION_184.0
3491283,REGION_-1.0
3491284,REGION_-1.0
3491285,REGION_472.0
3491286,REGION_441.0
3491287,REGION_315.0
3491288,REGION_126.0
3491289,REGION_123.0
3491290,REGION_123.0
3491291,REGION_337.0
3491292,REGION_204.0
3491293,REGION_476.0
3491294,REGION_272.0
3491295,REGION_264.0
3491296,REGION_184.0
3491297,REGION_264.0
3491298,REGION_191.0
3491299,REGION_191.0
3491300,REGION_123.0
3491301,REGION_299.0
3491302,REGION_203.0
3491303,REGION_444.0
3491304,REGION_494.0
3491305,REGION_441.0
3491306,REGION_226.0
3491307,REGION_123.0
3491308,REGION_231.0
3491309,REGION_123.0
3491310,REGION_441.0
3491311,REGION_204.0
3491312,REGION_315.0
3491313,REGION_143.0
3491314,REGION_299.0
3491315,REGION_469.0
3491316,REGION_325.0
3491317,REGION_191.0
3491318,REGION_204.0
3491319,REGION_191.0
3491320,REGION_330.0
3491321,REGION_126.0
3491322,REGION_330.0
3491323,REGION_143.0
3491324,REGION_325.0
3491325,REGION_315.0
3491326,REGION_441.0
3491327,REGION_476.0
3491328,REGION_204.0
3491329,REGION_181.0
3491330,REGION_143.0
3491331,REGION_441.0
3491332,REGION_191.0
3491333,REGION_272.0
3491334,REGION_177.0
3491335,REGION_325.0
3491336,REGION_387.0
3491337,REGION_123.0
3491338,REGION_441.0
3491339,REGION_387.0
3491340,REGION_204.0
3491341,REGION_191.0
3491342,REGION_184.0
3491343,REGION_441.0
3491344,REGION_325.0
3491345,REGION_337.0
3491346,REGION_184.0
3491347,REGION_315.0
3491348,REGION_204.0
3491349,REGION_191.0
3491350,REGION_204.0
3491351,REGION_123.0
3491352,REGION_272.0
3491353,REGION_337.0
3491354,REGION_315.0
3491355,REGION_441.0
3491356,REGION_441.0
3491357,REGION_315.0
3491358,REGION_264.0
3491359,REGION_184.0
3491360,REGION_433.0
3491361,REGION_126.0
3491362,REGION_330.0
3491363,REGION_325.0
3491364,REGION_485.0
3491365,REGION_204.0
3491366,REGION_231.0
3491367,REGION_184.0
3491368,REGION_126.0
3491369,REGION_204.0
3491370,REGION_205.0
3491371,REGION_325.0
3491372,REGION_325.0
3491373,REGION_191.0
3491374,REGION_264.0
3491375,REGION_325.0
3491376,REGION_203.0
3491377,REGION_143.0
3491378,REGION_330.0
3491379,REGION_325.0
3491380,REGION_325.0
3491381,REGION_204.0
3491382,REGION_387.0
3491383,REGION_181.0
3491384,REGION_315.0
3491385,REGION_325.0
3491386,REGION_387.0
3491387,REGION_264.0
3491388,REGION_325.0
3491389,REGION_205.0
3491390,REGION_502.0
3491391,REGION_264.0
3491392,REGION_191.0
3491393,REGION_126.0
3491394,REGION_325.0
3491395,REGION_272.0
3491396,REGION_330.0
3491397,REGION_315.0
3491398,REGION_498.0
3491399,REGION_264.0
3491400,REGION_310.0
3491401,REGION_441.0
3491402,REGION_325.0
3491403,REGION_231.0
3491404,REGION_225.0
3491405,REGION_387.0
3491406,REGION_191.0
3491407,REGION_330.0
3491408,REGION_-1.0
3491409,REGION_123.0
3491410,REGION_330.0
3491411,REGION_494.0
3491412,REGION_502.0
3491413,REGION_476.0
3491414,REGION_436.0
3491415,REGION_441.0
3491416,REGION_220.0
3491417,REGION_472.0
3491418,REGION_441.0
3491419,REGION_325.0
3491420,REGION_264.0
3491421,REGION_226.0
3491422,REGION_272.0
3491423,REGION_485.0
3491424,REGION_264.0
3491425,REGION_299.0
3491426,REGION_272.0
3491427,REGION_181.0
3491428,REGION_472.0
3491429,REGION_315.0
3491430,REGION_315.0
3491431,REGION_337.0
3491432,REGION_264.0
3491433,REGION_325.0
3491434,REGION_330.0
3491435,REGION_325.0
3491436,REGION_184.0
3491437,REGION_472.0
3491438,REGION_264.0
3491439,REGION_204.0
3491440,REGION_123.0
3491441,REGION_184.0
3491442,REGION_231.0
3491443,REGION_494.0
3491444,REGION_476.0
3491445,REGION_330.0
3491446,REGION_177.0
3491447,REGION_226.0
3491448,REGION_123.0
3491449,REGION_441.0
3491450,REGION_299.0
3491451,REGION_204.0
3491452,REGION_337.0
3491453,REGION_337.0
3491454,REGION_-1.0
3491455,REGION_472.0
3491456,REGION_485.0
3491457,REGION_-1.0
3491458,REGION_387.0
3491459,REGION_387.0
3491460,REGION_-1.0
3491461,REGION_485.0
3491462,REGION_177.0
3491463,REGION_387.0
3491464,REGION_251.0
3491465,REGION_444.0
3491466,REGION_191.0
3491467,REGION_325.0
3491468,REGION_387.0
3491469,REGION_325.0
3491470,REGION_123.0
3491471,REGION_310.0
3491472,REGION_330.0
3491473,REGION_476.0
3491474,REGION_330.0
3491475,REGION_441.0
3491476,REGION_-1.0
3491477,REGION_225.0
3491478,REGION_126.0
3491479,REGION_204.0
3491480,REGION_181.0
3491481,REGION_269.0
3491482,REGION_441.0
3491483,REGION_204.0
3491484,REGION_204.0
3491485,REGION_126.0
3491486,REGION_226.0
3491487,REGION_272.0
3491488,REGION_264.0
3491489,REGION_472.0
3491490,REGION_204.0
3491491,REGION_264.0
3491492,REGION_203.0
3491493,REGION_299.0
3491494,REGION_110.0
3491495,REGION_-1.0
3491496,REGION_272.0
3491497,REGION_272.0
3491498,REGION_337.0
3491499,REGION_315.0
3491500,REGION_472.0
3491501,REGION_330.0
3491502,REGION_177.0
3491503,REGION_184.0
3491504,REGION_177.0
3491505,REGION_-1.0
3491506,REGION_498.0
3491507,REGION_494.0
3491508,REGION_272.0
3491509,REGION_441.0
3491510,REGION_476.0
3491511,REGION_231.0
3491512,REGION_143.0
3491513,REGION_315.0
3491514,REGION_204.0
3491515,REGION_264.0
3491516,REGION_181.0
3491517,REGION_485.0
3491518,REGION_264.0
3491519,REGION_205.0
3491520,REGION_264.0
3491521,REGION_337.0
3491522,REGION_485.0
3491523,REGION_143.0
3491524,REGION_327.0
3491525,REGION_387.0
3491526,REGION_204.0
3491527,REGION_264.0
3491528,REGION_231.0
3491529,REGION_126.0
3491530,REGION_330.0
3491531,REGION_123.0
3491532,REGION_184.0
3491533,REGION_177.0
3491534,REGION_337.0
3491535,REGION_204.0
3491536,REGION_181.0
3491537,REGION_325.0
3491538,REGION_327.0
3491539,REGION_485.0
3491540,REGION_143.0
3491541,REGION_325.0
3491542,REGION_420.0
3491543,REGION_441.0
3491544,REGION_325.0
3491545,REGION_325.0
3491546,REGION_330.0
3491547,REGION_315.0
3491548,REGION_337.0
3491549,REGION_126.0
3491550,REGION_-1.0
3491551,REGION_204.0
3491552,REGION_498.0
3491553,REGION_325.0
3491554,REGION_264.0
3491555,REGION_264.0
3491556,REGION_264.0
3491557,REGION_126.0
3491558,REGION_428.0
3491559,REGION_126.0
3491560,REGION_325.0
3491561,REGION_337.0
3491562,REGION_315.0
3491563,REGION_184.0
3491564,REGION_472.0
3491565,REGION_204.0
3491566,REGION_476.0
3491567,REGION_512.0
3491568,REGION_181.0
3491569,REGION_272.0
3491570,REGION_264.0
3491571,REGION_123.0
3491572,REGION_220.0
3491573,REGION_-1.0
3491574,REGION_204.0
3491575,REGION_126.0
3491576,REGION_204.0
3491577,REGION_251.0
3491578,REGION_123.0
3491579,REGION_191.0
3491580,REGION_143.0
3491581,REGION_264.0
3491582,REGION_476.0
3491583,REGION_330.0
3491584,REGION_269.0
3491585,REGION_181.0
3491586,REGION_126.0
3491587,REGION_184.0
3491588,REGION_231.0
3491589,REGION_498.0
3491590,REGION_315.0
3491591,REGION_264.0
3491592,REGION_441.0
3491593,REGION_264.0
3491594,REGION_499.0
3491595,REGION_204.0
3491596,REGION_327.0
3491597,REGION_337.0
3491598,REGION_272.0
3491599,REGION_126.0
3491600,REGION_327.0
3491601,REGION_315.0
3491602,REGION_126.0
3491603,REGION_110.0
3491604,REGION_272.0
3491605,REGION_264.0
3491606,REGION_325.0
3491607,REGION_191.0
3491608,REGION_251.0
3491609,REGION_-1.0
3491610,REGION_330.0
3491611,REGION_337.0
3491612,REGION_225.0
3491613,REGION_387.0
3491614,REGION_324.0
3491615,REGION_315.0
3491616,REGION_231.0
3491617,REGION_299.0
3491618,REGION_325.0
3491619,REGION_327.0
3491620,REGION_485.0
3491621,REGION_184.0
3491622,REGION_264.0
3491623,REGION_123.0
3491624,REGION_325.0
3491625,REGION_204.0
3491626,REGION_264.0
3491627,REGION_272.0
3491628,REGION_191.0
3491629,REGION_123.0
3491630,REGION_476.0
3491631,REGION_264.0
3491632,REGION_299.0
3491633,REGION_-1.0
3491634,REGION_284.0
3491635,REGION_143.0
3491636,REGION_325.0
3491637,REGION_299.0
3491638,REGION_315.0
3491639,REGION_272.0
3491640,REGION_231.0
3491641,REGION_330.0
3491642,REGION_264.0
3491643,REGION_498.0
3491644,REGION_441.0
3491645,REGION_325.0
3491646,REGION_123.0
3491647,REGION_441.0
3491648,REGION_512.0
3491649,REGION_-1.0
3491650,REGION_272.0
3491651,REGION_337.0
3491652,REGION_387.0
3491653,REGION_264.0
3491654,REGION_330.0
3491655,REGION_126.0
3491656,REGION_472.0
3491657,REGION_441.0
3491658,REGION_264.0
3491659,REGION_337.0
3491660,REGION_204.0
3491661,REGION_299.0
3491662,REGION_-1.0
3491663,REGION_512.0
3491664,REGION_498.0
3491665,REGION_204.0
3491666,REGION_264.0
3491667,REGION_441.0
3491668,REGION_348.0
3491669,REGION_170.0
3491670,REGION_204.0
3491671,REGION_204.0
3491672,REGION_485.0
3491673,REGION_191.0
3491674,REGION_299.0
3491675,REGION_143.0
3491676,REGION_299.0
3491677,REGION_476.0
3491678,REGION_-1.0
3491679,REGION_204.0
3491680,REGION_472.0
3491681,REGION_485.0
3491682,REGION_325.0
3491683,REGION_-1.0
3491684,REGION_204.0
3491685,REGION_337.0
3491686,REGION_204.0
3491687,REGION_226.0
3491688,REGION_441.0
3491689,REGION_204.0
3491690,REGION_203.0
3491691,REGION_420.0
3491692,REGION_194.0
3491693,REGION_315.0
3491694,REGION_485.0
3491695,REGION_325.0
3491696,REGION_325.0
3491697,REGION_204.0
3491698,REGION_272.0
3491699,REGION_433.0
3491700,REGION_177.0
3491701,REGION_204.0
3491702,REGION_476.0
3491703,REGION_-1.0
3491704,REGION_272.0
3491705,REGION_251.0
3491706,REGION_264.0
3491707,REGION_122.0
3491708,REGION_204.0
3491709,REGION_204.0
3491710,REGION_251.0
3491711,REGION_337.0
3491712,REGION_485.0
3491713,REGION_325.0
3491714,REGION_325.0
3491715,REGION_-1.0
3491716,REGION_324.0
3491717,REGION_512.0
3491718,REGION_441.0
3491719,REGION_325.0
3491720,REGION_123.0
3491721,REGION_441.0
3491722,REGION_191.0
3491723,REGION_-1.0
3491724,REGION_123.0
3491725,REGION_-1.0
3491726,REGION_441.0
3491727,REGION_264.0
3491728,REGION_330.0
3491729,REGION_143.0
3491730,REGION_299.0
3491731,REGION_299.0
3491732,REGION_191.0
3491733,REGION_110.0
3491734,REGION_204.0
3491735,REGION_264.0
3491736,REGION_-1.0
3491737,REGION_184.0
3491738,REGION_315.0
3491739,REGION_203.0
3491740,REGION_204.0
3491741,REGION_204.0
3491742,REGION_330.0
3491743,REGION_-1.0
3491744,REGION_-1.0
3491745,REGION_330.0
3491746,REGION_204.0
3491747,REGION_325.0
3491748,REGION_327.0
3491749,REGION_330.0
3491750,REGION_184.0
3491751,REGION_433.0
3491752,REGION_330.0
3491753,REGION_325.0
3491754,REGION_-1.0
3491755,REGION_264.0
3491756,REGION_330.0
3491757,REGION_299.0
3491758,REGION_264.0
3491759,REGION_325.0
3491760,REGION_204.0
3491761,REGION_251.0
3491762,REGION_299.0
3491763,REGION_325.0
3491764,REGION_498.0
3491765,REGION_441.0
3491766,REGION_191.0
3491767,REGION_220.0
3491768,REGION_204.0
3491769,REGION_330.0
3491770,REGION_184.0
3491771,REGION_204.0
3491772,REGION_299.0
3491773,REGION_264.0
3491774,REGION_325.0
3491775,REGION_494.0
3491776,REGION_264.0
3491777,REGION_472.0
3491778,REGION_-1.0
3491779,REGION_191.0
3491780,REGION_330.0
3491781,REGION_272.0
3491782,REGION_204.0
3491783,REGION_420.0
3491784,REGION_337.0
3491785,REGION_433.0
3491786,REGION_498.0
3491787,REGION_204.0
3491788,REGION_308.0
3491789,REGION_264.0
3491790,REGION_220.0
3491791,REGION_191.0
3491792,REGION_264.0
3491793,REGION_184.0
3491794,REGION_330.0
3491795,REGION_330.0
3491796,REGION_126.0
3491797,REGION_264.0
3491798,REGION_194.0
3491799,REGION_299.0
3491800,REGION_204.0
3491801,REGION_420.0
3491802,REGION_123.0
3491803,REGION_441.0
3491804,REGION_337.0
3491805,REGION_204.0
3491806,REGION_264.0
3491807,REGION_272.0
3491808,REGION_476.0
3491809,REGION_204.0
3491810,REGION_330.0
3491811,REGION_-1.0
3491812,REGION_325.0
3491813,REGION_123.0
3491814,REGION_205.0
3491815,REGION_225.0
3491816,REGION_264.0
3491817,REGION_-1.0
3491818,REGION_325.0
3491819,REGION_-1.0
3491820,REGION_444.0
3491821,REGION_512.0
3491822,REGION_191.0
3491823,REGION_191.0
3491824,REGION_337.0
3491825,REGION_204.0
3491826,REGION_143.0
3491827,REGION_330.0
3491828,REGION_204.0
3491829,REGION_264.0
3491830,REGION_330.0
3491831,REGION_299.0
3491832,REGION_272.0
3491833,REGION_181.0
3491834,REGION_-1.0
3491835,REGION_299.0
3491836,REGION_170.0
3491837,REGION_143.0
3491838,REGION_204.0
3491839,REGION_204.0
3491840,REGION_325.0
3491841,REGION_315.0
3491842,REGION_325.0
3491843,REGION_-1.0
3491844,REGION_181.0
3491845,REGION_299.0
3491846,REGION_433.0
3491847,REGION_-1.0
3491848,REGION_272.0
3491849,REGION_299.0
3491850,REGION_272.0
3491851,REGION_181.0
3491852,REGION_299.0
3491853,REGION_184.0
3491854,REGION_231.0
3491855,REGION_485.0
3491856,REGION_325.0
3491857,REGION_387.0
3491858,REGION_204.0
3491859,REGION_184.0
3491860,REGION_231.0
3491861,REGION_-1.0
3491862,REGION_472.0
3491863,REGION_203.0
3491864,REGION_494.0
3491865,REGION_204.0
3491866,REGION_225.0
3491867,REGION_476.0
3491868,REGION_204.0
3491869,REGION_177.0
3491870,REGION_299.0
3491871,REGION_184.0
3491872,REGION_325.0
3491873,REGION_204.0
3491874,REGION_330.0
3491875,REGION_204.0
3491876,REGION_494.0
3491877,REGION_387.0
3491878,REGION_485.0
3491879,REGION_330.0
3491880,REGION_299.0
3491881,REGION_325.0
3491882,REGION_325.0
3491883,REGION_177.0
3491884,REGION_-1.0
3491885,REGION_310.0
3491886,REGION_498.0
3491887,REGION_330.0
3491888,REGION_485.0
3491889,REGION_494.0
3491890,REGION_264.0
3491891,REGION_512.0
3491892,REGION_191.0
3491893,REGION_330.0
3491894,REGION_269.0
3491895,REGION_433.0
3491896,REGION_337.0
3491897,REGION_177.0
3491898,REGION_299.0
3491899,REGION_441.0
3491900,REGION_330.0
3491901,REGION_204.0
3491902,REGION_337.0
3491903,REGION_177.0
3491904,REGION_272.0
3491905,REGION_264.0
3491906,REGION_433.0
3491907,REGION_325.0
3491908,REGION_231.0
3491909,REGION_325.0
3491910,REGION_337.0
3491911,REGION_184.0
3491912,REGION_272.0
3491913,REGION_299.0
3491914,REGION_498.0
3491915,REGION_498.0
3491916,REGION_436.0
3491917,REGION_272.0
3491918,REGION_330.0
3491919,REGION_177.0
3491920,REGION_177.0
3491921,REGION_184.0
3491922,REGION_122.0
3491923,REGION_204.0
3491924,REGION_485.0
3491925,REGION_204.0
3491926,REGION_512.0
3491927,REGION_204.0
3491928,REGION_337.0
3491929,REGION_337.0
3491930,REGION_264.0
3491931,REGION_299.0
3491932,REGION_330.0
3491933,REGION_441.0
3491934,REGION_433.0
3491935,REGION_203.0
3491936,REGION_272.0
3491937,REGION_-1.0
3491938,REGION_272.0
3491939,REGION_-1.0
3491940,REGION_325.0
3491941,REGION_225.0
3491942,REGION_184.0
3491943,REGION_512.0
3491944,REGION_330.0
3491945,REGION_310.0
3491946,REGION_181.0
3491947,REGION_310.0
3491948,REGION_433.0
3491949,REGION_272.0
3491950,REGION_231.0
3491951,REGION_325.0
3491952,REGION_-1.0
3491953,REGION_325.0
3491954,REGION_272.0
3491955,REGION_337.0
3491956,REGION_325.0
3491957,REGION_-1.0
3491958,REGION_204.0
3491959,REGION_181.0
3491960,REGION_299.0
3491961,REGION_485.0
3491962,REGION_-1.0
3491963,REGION_269.0
3491964,REGION_272.0
3491965,REGION_299.0
3491966,REGION_-1.0
3491967,REGION_272.0
3491968,REGION_126.0
3491969,REGION_299.0
3491970,REGION_299.0
3491971,REGION_512.0
3491972,REGION_325.0
3491973,REGION_126.0
3491974,REGION_299.0
3491975,REGION_441.0
3491976,REGION_330.0
3491977,REGION_264.0
3491978,REGION_433.0
3491979,REGION_272.0
3491980,REGION_181.0
3491981,REGION_310.0
3491982,REGION_325.0
3491983,REGION_315.0
3491984,REGION_299.0
3491985,REGION_498.0
3491986,REGION_472.0
3491987,REGION_299.0
3491988,REGION_299.0
3491989,REGION_420.0
3491990,REGION_441.0
3491991,REGION_441.0
3491992,REGION_-1.0
3491993,REGION_310.0
3491994,REGION_315.0
3491995,REGION_325.0
3491996,REGION_226.0
3491997,REGION_433.0
3491998,REGION_204.0
3491999,REGION_204.0
3492000,REGION_494.0
3492001,REGION_433.0
3492002,REGION_448.0
3492003,REGION_485.0
3492004,REGION_110.0
3492005,REGION_476.0
3492006,REGION_299.0
3492007,REGION_231.0
3492008,REGION_337.0
3492009,REGION_299.0
3492010,REGION_264.0
3492011,REGION_299.0
3492012,REGION_269.0
3492013,REGION_337.0
3492014,REGION_264.0
3492015,REGION_441.0
3492016,REGION_469.0
3492017,REGION_181.0
3492018,REGION_325.0
3492019,REGION_204.0
3492020,REGION_315.0
3492021,REGION_476.0
3492022,REGION_299.0
3492023,REGION_184.0
3492024,REGION_264.0
3492025,REGION_299.0
3492026,REGION_299.0
3492027,REGION_170.0
3492028,REGION_126.0
3492029,REGION_299.0
3492030,REGION_485.0
3492031,REGION_-1.0
3492032,REGION_315.0
3492033,REGION_325.0
3492034,REGION_-1.0
3492035,REGION_272.0
3492036,REGION_337.0
3492037,REGION_387.0
3492038,REGION_315.0
3492039,REGION_272.0
3492040,REGION_330.0
3492041,REGION_264.0
3492042,REGION_330.0
3492043,REGION_204.0
3492044,REGION_264.0
3492045,REGION_205.0
3492046,REGION_184.0
3492047,REGION_123.0
3492048,REGION_299.0
3492049,REGION_204.0
3492050,REGION_122.0
3492051,REGION_181.0
3492052,REGION_327.0
3492053,REGION_325.0
3492054,REGION_327.0
3492055,REGION_325.0
3492056,REGION_325.0
3492057,REGION_299.0
3492058,REGION_264.0
3492059,REGION_299.0
3492060,REGION_337.0
3492061,REGION_476.0
3492062,REGION_264.0
3492063,REGION_272.0
3492064,REGION_428.0
3492065,REGION_444.0
3492066,REGION_325.0
3492067,REGION_191.0
3492068,REGION_441.0
3492069,REGION_225.0
3492070,REGION_325.0
3492071,REGION_204.0
3492072,REGION_428.0
3492073,REGION_325.0
3492074,REGION_204.0
3492075,REGION_264.0
3492076,REGION_299.0
3492077,REGION_330.0
3492078,REGION_315.0
3492079,REGION_225.0
3492080,REGION_204.0
3492081,REGION_299.0
3492082,REGION_191.0
3492083,REGION_330.0
3492084,REGION_123.0
3492085,REGION_204.0
3492086,REGION_469.0
3492087,REGION_315.0
3492088,REGION_315.0
3492089,REGION_299.0
3492090,REGION_441.0
3492091,REGION_272.0
3492092,REGION_325.0
3492093,REGION_204.0
3492094,REGION_269.0
3492095,REGION_204.0
3492096,REGION_204.0
3492097,REGION_264.0
3492098,REGION_205.0
3492099,REGION_126.0
3492100,REGION_-1.0
3492101,REGION_476.0
3492102,REGION_272.0
3492103,REGION_325.0
3492104,REGION_-1.0
3492105,REGION_325.0
3492106,REGION_225.0
3492107,REGION_325.0
3492108,REGION_191.0
3492109,REGION_191.0
3492110,REGION_191.0
3492111,REGION_441.0
3492112,REGION_181.0
3492113,REGION_-1.0
3492114,REGION_204.0
3492115,REGION_325.0
3492116,REGION_-1.0
3492117,REGION_204.0
3492118,REGION_-1.0
3492119,REGION_264.0
3492120,REGION_441.0
3492121,REGION_126.0
3492122,REGION_494.0
3492123,REGION_472.0
3492124,REGION_387.0
3492125,REGION_299.0
3492126,REGION_264.0
3492127,REGION_330.0
3492128,REGION_204.0
3492129,REGION_220.0
3492130,REGION_122.0
3492131,REGION_272.0
3492132,REGION_330.0
3492133,REGION_231.0
3492134,REGION_476.0
3492135,REGION_191.0
3492136,REGION_269.0
3492137,REGION_204.0
3492138,REGION_337.0
3492139,REGION_472.0
3492140,REGION_337.0
3492141,REGION_123.0
3492142,REGION_204.0
3492143,REGION_184.0
3492144,REGION_181.0
3492145,REGION_220.0
3492146,REGION_191.0
3492147,REGION_310.0
3492148,REGION_264.0
3492149,REGION_441.0
3492150,REGION_264.0
3492151,REGION_299.0
3492152,REGION_337.0
3492153,REGION_330.0
3492154,REGION_441.0
3492155,REGION_330.0
3492156,REGION_123.0
3492157,REGION_330.0
3492158,REGION_269.0
3492159,REGION_299.0
3492160,REGION_472.0
3492161,REGION_327.0
3492162,REGION_299.0
3492163,REGION_441.0
3492164,REGION_299.0
3492165,REGION_330.0
3492166,REGION_264.0
3492167,REGION_502.0
3492168,REGION_325.0
3492169,REGION_126.0
3492170,REGION_310.0
3492171,REGION_264.0
3492172,REGION_264.0
3492173,REGION_330.0
3492174,REGION_126.0
3492175,REGION_181.0
3492176,REGION_204.0
3492177,REGION_184.0
3492178,REGION_299.0
3492179,REGION_231.0
3492180,REGION_472.0
3492181,REGION_299.0
3492182,REGION_299.0
3492183,REGION_325.0
3492184,REGION_299.0
3492185,REGION_110.0
3492186,REGION_299.0
3492187,REGION_436.0
3492188,REGION_269.0
3492189,REGION_330.0
3492190,REGION_269.0
3492191,REGION_299.0
3492192,REGION_433.0
3492193,REGION_436.0
3492194,REGION_226.0
3492195,REGION_337.0
3492196,REGION_299.0
3492197,REGION_191.0
3492198,REGION_143.0
3492199,REGION_325.0
3492200,REGION_191.0
3492201,REGION_325.0
3492202,REGION_330.0
3492203,REGION_299.0
3492204,REGION_485.0
3492205,REGION_441.0
3492206,REGION_315.0
3492207,REGION_330.0
3492208,REGION_441.0
3492209,REGION_325.0
3492210,REGION_264.0
3492211,REGION_472.0
3492212,REGION_420.0
3492213,REGION_469.0
3492214,REGION_231.0
3492215,REGION_-1.0
3492216,REGION_330.0
3492217,REGION_325.0
3492218,REGION_325.0
3492219,REGION_-1.0
3492220,REGION_226.0
3492221,REGION_325.0
3492222,REGION_123.0
3492223,REGION_512.0
3492224,REGION_123.0
3492225,REGION_264.0
3492226,REGION_299.0
3492227,REGION_-1.0
3492228,REGION_299.0
3492229,REGION_191.0
3492230,REGION_220.0
3492231,REGION_184.0
3492232,REGION_325.0
3492233,REGION_264.0
3492234,REGION_299.0
3492235,REGION_325.0
3492236,REGION_384.0
3492237,REGION_299.0
3492238,REGION_269.0
3492239,REGION_315.0
3492240,REGION_-1.0
3492241,REGION_299.0
3492242,REGION_498.0
3492243,REGION_264.0
3492244,REGION_181.0
3492245,REGION_-1.0
3492246,REGION_315.0
3492247,REGION_264.0
3492248,REGION_-1.0
3492249,REGION_204.0
3492250,REGION_226.0
3492251,REGION_330.0
3492252,REGION_272.0
3492253,REGION_494.0
3492254,REGION_264.0
3492255,REGION_299.0
3492256,REGION_441.0
3492257,REGION_299.0
3492258,REGION_143.0
3492259,REGION_325.0
3492260,REGION_-1.0
3492261,REGION_123.0
3492262,REGION_299.0
3492263,REGION_-1.0
